Unnamed: 0,title,cluster,PC1,PC2
1293.0,Pitta Kathalu,0.0,-39.708650463971885,-123.18250672553245
1294.0,Tribes of Europa,0.0,-39.706725116634196,-123.17856139999219
1295.0,Eeb Allay Ooo!,1.0,-39.29944933263562,-124.18077401098543
1296.0,"Hello, Me!",0.0,-39.698038937466954,-124.17918442466058
1297.0,No Escape Room,1.0,-39.35273137441851,-124.18369778727293
1298.0,Sisyphus,0.0,-39.69619991763518,-124.17726586275779
1299.0,Thus Spoke Kishibe Rohan,0.0,-39.69770699086661,-124.17583690472354
1300.0,Amend: The Fight for America,0.0,-39.67868076537274,-125.17497699935811
1301.0,Behind Her Eyes,0.0,-39.67907513171789,-125.17623685169147
1302.0,MeatEater,0.0,-39.67225692353324,-125.17607282638778
1303.0,The Most Unknown,1.0,-39.31128648211441,-125.18247250450719
1304.0,Animals on the Loose: A You vs. Wild Movie,1.0,-39.11148569753502,-126.1668391232675
1305.0,Awara Paagal Deewana,1.0,-39.012516720854784,-126.1786489884274
1306.0,Good Girls,0.0,-39.65613124732897,-126.17737870293725
1307.0,The Resurrection of Gavin Stone,1.0,-39.28895737447228,-126.18338526348886
1308.0,Booba,0.0,-39.63851561785733,-127.17128091247211
1309.0,"My Teacher, My Obsession",1.0,-39.30125752043067,-127.17684084664833
1310.0,The Crew,0.0,-39.65121209203821,-127.1724237937178
1311.0,Namaste Wahala,1.0,-39.206068346135105,-128.15947921984878
1312.0,Monsoon,1.0,-39.276846170026495,-129.1664642408797
1313.0,Buried by the Bernards,0.0,-39.6052647124107,-130.1653566749927
1314.0,Chappelle's Show,0.0,-39.5957034136236,-130.1828199730843
1315.0,Hate by Dani Rovira,1.0,-39.26930921987742,-130.15617546128084
1316.0,Mundina Nildana,1.0,-39.181505994359,-130.16608245924115
1317.0,Nadiya Bakes,0.0,-39.60350643503009,-130.16681735644613
1318.0,To All The Boys: Always And Forever,1.0,-39.140238260964416,-130.1571605066412
1319.0,Xico's Journey,1.0,-39.25337784110555,-130.1595723230913
1320.0,Capitani,0.0,-39.58497699884774,-131.16966256954646
1321.0,El Chema,0.0,-39.58246565927262,-131.1795589665709
1322.0,Growing up and other problems,1.0,-39.22040018833192,-131.16581895215512
1323.0,Layla Majnun,1.0,-39.113235666624504,-131.15420703660652
1324.0,Middle of Nowhere,1.0,-39.17213422821715,-131.19012446296756
1325.0,Red Dot,1.0,-39.24016239147469,-131.1550352932149
1326.0,Squared Love,1.0,-39.177547689698635,-131.15657881162792
1327.0,This Is the Life,1.0,-39.185085380349456,-131.20517679659775
1328.0,Crime Scene: The Vanishing at the Cecil Hotel,0.0,-39.57480041303813,-132.16191194731329
1329.0,The Misadventures of Hedi and Cokeman,1.0,-39.17787589619727,-132.15229071932143
1330.0,The World We Make,1.0,-39.13682450637363,-132.16104996412
1331.0,Five Came Back: The Reference Films,0.0,-39.55535842192058,-133.1722905706744
1332.0,ICarly,0.0,-39.528831330458665,-134.20511404138747
1333.0,War Dogs,1.0,-39.0777258044398,-134.16768961033586
1334.0,Monster Run,1.0,-39.11016699974886,-135.14821829724707
1335.0,The Sinner,0.0,-39.50390525790753,-136.15423653112376
1336.0,Blanche Gardin: I talk to myself,1.0,-39.14185946753684,-137.15470172427564
1337.0,Doob: No Bed of Roses,1.0,-39.07758102653034,-137.15586759435797
1338.0,Hache,0.0,-39.49316111417666,-137.1479737230521
1339.0,Invisible City,0.0,-39.50103148228364,-137.14571763940435
1340.0,Little Big Women,1.0,-39.004186366510325,-137.14568776774058
1341.0,Malcolm & Marie,1.0,-39.07035201098141,-137.1415448242474
1342.0,Space Sweepers,1.0,-38.94645912748652,-137.13921919021146
1343.0,"Strip Down, Rise Up",1.0,-39.04464084592793,-137.14260012447724
1344.0,The Last Paradiso,1.0,-39.06781179553624,-137.1453601477139
1345.0,The Yin-Yang Master: Dream Of Eternity,1.0,-38.96565293365769,-137.1381387080416
1346.0,All My Friends Are Dead,1.0,-39.07409188248992,-139.1417471219982
1347.0,Black Beach,1.0,-39.0000557801471,-139.1374997600675
1348.0,Firefly Lane,0.0,-39.46741198699952,-139.14533296937128
1349.0,"Pablo Escobar, el patrón del mal",0.0,-39.4591968807576,-139.1799534309911
1350.0,Power Rangers Ninja Steel,0.0,-39.459662385554665,-139.15616164001335
1351.0,"Our Lady of San Juan, Four Centuries of Miracles",1.0,-38.96160875745365,-140.13762659872154
1352.0,Tiffany Haddish Presents: They Ready,0.0,-39.44742168169353,-140.14239916471738
1353.0,Beverly Hills Ninja,1.0,-39.07332008270758,-141.14913783525427
1354.0,Heartland,0.0,-39.39125922592952,-141.14724042524148
1355.0,Love Daily,0.0,-39.43799572485466,-141.15219209140582
1356.0,My Dead Ex,0.0,-39.434761635751705,-141.15174075178751
1357.0,Rocks,1.0,-39.06095810856246,-141.14156918701318
1358.0,Shutter Island,1.0,-38.86858606748083,-141.17182029335294
1359.0,The Bank Job,1.0,-38.9751337802785,-141.18265372983765
1360.0,The House Arrest of Us,0.0,-39.4322933036155,-141.14442000457927
1361.0,The Unsettling,0.0,-39.43902695628784,-141.14806507527507
1362.0,Total Drama,0.0,-39.412489389127856,-141.16326826329018
1363.0,Zac and Mia,0.0,-39.43345816434992,-141.14880017255732
1364.0,Zathura,1.0,-39.0231113258648,-141.15119762385834
1365.0,Zig & Sharko,0.0,-39.434385059999016,-141.14646312254166
1366.0,Fatima,1.0,-39.437733764318445,-111.20845245994207
1367.0,Hell Fest,1.0,-39.53005552941917,-111.21956427283209
1368.0,Below Zero,1.0,-39.429125873507786,-113.20064238273196
1369.0,Finding ‘Ohana,1.0,-39.36623989873684,-113.20347013402944
1370.0,The Dig,1.0,-39.40395501963685,-113.20262096126032
1371.0,We Are: The Brooklyn Saints,0.0,-39.86150768453558,-113.20938337965814
1372.0,June & Kopi,1.0,-39.48763970262406,-114.19917331901493
1373.0,50M2,0.0,-39.830289482644794,-115.20488605680451
1374.0,Accomplice,0.0,-39.62067943227893,-115.20324760081031
1375.0,BONDING,0.0,-39.82612832937813,-115.20776737879031
1376.0,Kilometers and Kilometers,1.0,-39.31669222794379,-115.20258962843948
1377.0,Outlander,0.0,-39.81543659242496,-115.21823227562473
1378.0,Penguin Bloom,1.0,-39.4521101229879,-115.19838922419461
1379.0,Black Rose,1.0,-39.328888412608976,-116.20566971881533
1380.0,Go Dog Go,0.0,-39.8162176874674,-116.20539977250952
1381.0,Hire a Woman,1.0,-39.382173289284545,-116.20210959660551
1382.0,She Is,1.0,-39.40818347797329,-116.20209574908911
1383.0,Blown Away,0.0,-39.75432223178406,-120.19406725794764
1384.0,Busted!,0.0,-39.75143561582218,-120.19521699707053
1385.0,Demon Slayer: Kimetsu no Yaiba,0.0,-39.75493814894013,-120.2018289869186
1386.0,So My Grandma’s a Lesbian!,1.0,-39.373441187226135,-120.19067268579984
1387.0,The Next Three Days,1.0,-39.210496026062074,-120.22432686221612
1388.0,The White Tiger,1.0,-39.243335392482464,-120.18812989397875
1389.0,Friendsgiving,1.0,-39.35702722185596,-121.18989341060316
1390.0,The Shadow of Violence,1.0,-39.33183210609104,-121.191321274093
1391.0,Cut Throat City,1.0,-39.2301508494811,-122.18637997185527
1392.0,Daughter From Another Mother,0.0,-39.72355695831416,-122.18739683909826
1393.0,Sightless,1.0,-39.36577595154941,-122.18767589771217
1394.0,Spycraft,0.0,-39.72280011589254,-122.18983300834901
1395.0,Hello Ninja,0.0,-39.698783274631964,-123.18823345422894
1396.0,Homefront,1.0,-39.285206483809255,-124.21032621623743
1397.0,A Monster Calls,1.0,-39.22427087479123,-126.19327731859912
1398.0,Death of Me,1.0,-39.28454173470848,-126.17746038436876
1399.0,Radium Girls,1.0,-39.248220913003955,-126.18526366682059
1400.0,Bling Empire,0.0,-39.647640575412815,-127.179200781319
1401.0,Carmen Sandiego,0.0,-39.635065864500866,-127.1797338572936
1402.0,Disenchantment,0.0,-39.64168793576885,-127.18076731428695
1403.0,Double Dad,1.0,-39.228523216454704,-127.17346895910268
1404.0,Henry Danger,0.0,-39.636926071618305,-127.1980440455435
1405.0,Outside the Wire,1.0,-39.184216308747864,-127.17196649643714
1406.0,Penguins of Madagascar: The Movie,1.0,-39.27055537351963,-127.20037491675733
1407.0,Pinkfong & Baby Shark's Space Adventure,1.0,-39.386667675484155,-127.1829253316919
1408.0,The Magicians,0.0,-39.63031598396795,-127.18447180570782
1409.0,The Vanished,1.0,-39.18386000100023,-127.17451105062193
1410.0,Tribhanga - Tedhi Medhi Crazy,1.0,-39.25909518091919,-127.17448982197573
1411.0,What Would Sophia Loren Do?,0.0,-39.51939198782674,-127.17780627382137
1412.0,Wish You,1.0,-39.24476538507059,-127.1720562326998
1413.0,Tanda Tanya,1.0,-39.214908956212085,-128.2042468157383
1414.0,The Heartbreak Club,1.0,-39.22863323085618,-128.16912346697524
1415.0,An Imperfect Murder,1.0,-39.327229486839705,-129.18453143244255
1416.0,Night Stalker: The Hunt for a Serial Killer,0.0,-39.6191015106752,-129.175965147503
1417.0,Al acecho,1.0,-39.27635677532539,-130.17195770860647
1418.0,Chris Rock Total Blackout: The Tamborine Extended Cut,1.0,-39.21140620691918,-130.16198434341283
1419.0,Last Tango in Halifax,0.0,-39.5875952330509,-130.17536473686644
1420.0,"Crack: Cocaine, Corruption & Conspiracy",1.0,-39.22667633308148,-131.1649410703677
1421.0,The Intouchables,1.0,-39.128961539484834,-131.19727073744616
1422.0,Apaharan,1.0,-38.89284527082017,-134.1722649916475
1423.0,BluffMaster!,1.0,-39.01874838492452,-134.17346316143687
1424.0,Charming,1.0,-39.202446410939494,-134.15799301786444
1425.0,Creating The Queen's Gambit,0.0,-39.4845509294437,-134.16328791467888
1426.0,Gangaajal,1.0,-38.94304793683341,-134.1705082424425
1427.0,Inside the World’s Toughest Prisons,0.0,-39.52293237436243,-134.16345723115597
1428.0,Is Love Enough? Sir,1.0,-39.14189758850076,-134.16506154977972
1429.0,Mighty Little Bheem: Kite Festival,0.0,-39.54400485311125,-134.16535683486114
1430.0,Pretend It’s a City,0.0,-39.54277298179033,-134.16238051174875
1431.0,Stuck Apart,1.0,-39.151229639799325,-134.15451708567468
1432.0,The Idhun Chronicles,0.0,-39.53943991123933,-134.1632515709232
1433.0,100% Halal,1.0,-39.12248646574836,-135.15508832524415
1434.0,Leap!,1.0,-39.164787401247935,-135.17191954083142
1435.0,Pieces of a Woman,1.0,-39.01039783233987,-135.15682751888687
1436.0,Ratones Paranoicos: The Band that Rocked Argentina,1.0,-39.20846376008597,-136.15345227718845
1437.0,Surviving Death,0.0,-39.509943785463946,-136.1591826956311
1438.0,Tony Parker: The Final Shot,1.0,-39.11567395752745,-136.15516470694294
1439.0,History of Swear Words,0.0,-39.49459323016828,-137.15733934675774
1440.0,Nailed It! Mexico,0.0,-39.493223499289364,-137.15559518985486
1441.0,Hello Brother,1.0,-38.972883407762,-138.16275491970217
1442.0,Korean Pork Belly Rhapsody,0.0,-39.48331765727102,-138.1572969724212
1443.0,QB1: Beyond the Lights,0.0,-39.480299321910906,-138.16093065334857
1444.0,Playing for Keeps,1.0,-39.03160517684011,-139.18033872885766
1445.0,Asphalt Burning,1.0,-39.046019583465416,-140.1473096824216
1446.0,Bad Grandpa .5,1.0,-39.08088115675758,-141.16825331166777
1447.0,Case 39,1.0,-38.97774489401733,-141.18457529327657
1448.0,Cobra Kai,0.0,-39.42839616450397,-141.14835847242225
1449.0,Dream Home Makeover,0.0,-39.431183893441975,-141.1478016880742
1450.0,Eddie Murphy: Raw,1.0,-39.06996554809079,-141.15468576464306
1451.0,Full Out 2: You Got This!,1.0,-39.0741003805246,-141.14732564609886
1452.0,Gimme Shelter,1.0,-39.0202308393775,-141.17015737001103
1453.0,Good Burger,1.0,-39.04484148301869,-141.15752967636587
1454.0,Good Hair,1.0,-39.038597660156164,-141.18698498354485
1455.0,Headspace Guide to Meditation,0.0,-39.43442109912302,-141.14730660405004
1456.0,Into the Wild,1.0,-38.82926507020976,-141.1915435479798
1457.0,Jenni Rivera: Mariposa de Barrio,0.0,-39.431989459666624,-141.16464284205065
1458.0,London Heist,1.0,-39.04544121638479,-141.15680813352742
1459.0,Mean Girls 2,1.0,-39.03267680868335,-141.1785964933446
1460.0,Monarca,0.0,-39.42948555168592,-141.14497554242615
1461.0,Mystic Pizza,1.0,-39.01256677124827,-141.15582196082158
1462.0,Running Man,0.0,-39.43867914812173,-141.15003504996415
1463.0,The Cat in the Hat Knows a Lot About That!,0.0,-39.430440309842766,-141.17235177027905
1464.0,The Creative Brain,0.0,-39.22183541511456,-141.1526332899595
1465.0,The Haunted Hathaways,0.0,-39.42407798667335,-141.17677020460607
1466.0,The Minimalists: Less Is Now,0.0,-39.219630822901834,-141.14506637316694
1467.0,Unknown,1.0,-38.97272273885208,-141.17513847197995
1468.0,What Happened to Mr. Cha?,1.0,-39.028109604400846,-141.14052185474827
1469.0,What's Eating Gilbert Grape,1.0,-38.959255088202845,-141.15375772605603
1470.0,Alaska Is a Drag,1.0,-39.56712071647622,-111.15136203488191
1471.0,Best of Stand-Up 2020,1.0,-39.5966487773308,-111.13772540181745
1472.0,Bobby Jasoos,1.0,-39.432702371643614,-111.16198423753742
1473.0,Chilling Adventures of Sabrina,0.0,-39.89489186593725,-111.14648495466852
1474.0,Tarung Sarung,1.0,-39.44181010807712,-111.13485408575946
1475.0,Too Handsome to Handle,1.0,-39.48038123163465,-111.1387280145004
1476.0,Best Leftovers Ever!,0.0,-39.8888672909189,-112.14464810509317
1477.0,Dare Me,0.0,-39.88764523885047,-112.14852047698028
1478.0,Equinox,0.0,-39.88700499053828,-112.1440849148216
1479.0,SanPa: Sins of the Savior,0.0,-39.89004182822694,-112.14612487692376
1480.0,Still Game,0.0,-39.85901782916539,-112.15027768209717
1481.0,The Rope Curse 2,1.0,-39.466425019045126,-112.1371012932066
1482.0,Transformers: War for Cybertron: Earthrise,0.0,-39.893411699296536,-112.14304986752795
1483.0,A Love So Beautiful,0.0,-39.863106624024624,-114.14088364111453
1484.0,Cops and Robbers,0.0,-39.82124240689558,-114.13964610841792
1485.0,Rango,1.0,-39.4057104359654,-114.167572119284
1486.0,Death to 2020,1.0,-39.558702235128735,-115.13308201197711
1487.0,Sakho & Mangane,0.0,-39.84378054724073,-115.1405571616755
1488.0,DNA,1.0,-39.46203190725865,-116.12757257660184
1489.0,Regiment Diaries,0.0,-39.82599288859103,-116.13801197418275
1490.0,The Magic School Bus Rides Again In the Zone,0.0,-39.64572163105759,-116.13376050369635
1491.0,AK vs AK,1.0,-39.37276510384996,-117.12628348218396
1492.0,Bridgerton,0.0,-39.813651172094154,-117.13378642055602
1493.0,Isa Pa with Feelings,1.0,-39.39951070842685,-117.1304651355234
1494.0,We Can Be Heroes,1.0,-39.406358960568134,-117.12779570888615
1495.0,Bridezilla,1.0,-39.41981365777265,-118.12361747366316
1496.0,Cemara's Family,1.0,-39.35649965866687,-118.12800670707793
1497.0,"Hello, Love, Goodbye",1.0,-39.32617513426164,-118.12572956304321
1498.0,The History of Future Folk,1.0,-39.436915904412736,-119.153545535284
1499.0,The Midnight Sky,1.0,-39.30502949634192,-119.12136782451246
1500.0,Your Name Engraved Herein,1.0,-39.32310139077561,-119.12116895017559
1501.0,After We Collided,1.0,-39.34687342457446,-120.12001866621107
1502.0,London Hughes: To Catch a D*ck,1.0,-39.49401787779218,-120.12006554392039
1503.0,Lovestruck in the City,0.0,-39.771076948779935,-120.12734970335157
1504.0,QLIMAX THE SOURCE,1.0,-39.53640230054324,-120.12143733920027
1505.0,Rhyme Time Town Singalongs,0.0,-39.76977651470562,-120.12701354025626
1506.0,Shaun the Sheep,0.0,-39.7649402232563,-120.14002345313389
1507.0,Shaun the Sheep: The Farmer’s Llamas,0.0,-39.65601197004648,-120.12575634767255
1508.0,Timmy Time,0.0,-39.76307505331495,-120.16378943061521
1509.0,"Ariana grande: excuse me, i love you",1.0,-39.360645321121275,-121.1180015187857
1510.0,The Con Is On,1.0,-39.368994020078375,-121.126825943438
1511.0,Mohamed Hussein,1.0,-39.35117174166408,-122.12053873889705
1512.0,Rhys Nicholson Live at the Athenaeum,1.0,-39.47046191904853,-122.11499937998605
1513.0,Atlas Shrugged: Part II,1.0,-39.26503713366336,-123.14287410837747
1514.0,Diamond City,0.0,-39.70809007925309,-124.11909650319433
1515.0,Guest House,1.0,-39.36956958909173,-124.112003355164
1516.0,Home for Christmas,0.0,-39.70226251594811,-124.11860810976859
1517.0,Ma Rainey's Black Bottom,1.0,-39.329728013511215,-124.11005297870813
1518.0,Ma Rainey's Black Bottom: A Legacy Brought to Screen,0.0,-39.581545967308095,-124.1139048337069
1519.0,Mukhsin,1.0,-39.30351928383651,-124.1655221188461
1520.0,Paava Kadhaigal,0.0,-39.70579926034552,-124.11948084519739
1521.0,Rabun,1.0,-39.36324237839736,-124.12684743513921
1522.0,Talentime,1.0,-39.21700741592515,-124.15117183962803
1523.0,An Unremarkable Christmas,1.0,-39.358527226729656,-125.11034538888518
1524.0,Braven,1.0,-39.31292425001992,-125.11712001508707
1525.0,Eggnoid: Love & Time Portal,1.0,-39.284066326304604,-125.10793419442999
1526.0,Love You to the Stars and Back,1.0,-39.24072293573538,-125.11844957933815
1527.0,Morphle,0.0,-39.69216205856944,-125.11448101997024
1528.0,Run On,0.0,-39.69326249920564,-125.1159494504621
1529.0,Sakaling Maging Tayo,1.0,-39.32761576084688,-125.1135345506078
1530.0,Schulz Saves America,0.0,-39.69138284601374,-125.11524884123754
1531.0,The Wedding Shaman,1.0,-39.250321184468454,-125.10949934338097
1532.0,Anitta: Made In Honório,0.0,-39.68017402814484,-126.11094207168756
1533.0,BREAK IT ALL: The History of Rock in Latin America,0.0,-39.677456971982615,-126.11039556120274
1534.0,Bwakaw,1.0,-39.22734817968934,-126.13653975251438
1535.0,How To Ruin Christmas,0.0,-39.67646772900108,-126.11076456209126
1536.0,Incarnate,1.0,-39.32281310391835,-126.12156560912544
1537.0,Lee Daniels' The Butler,1.0,-39.14104714585034,-126.13113091911379
1538.0,Marvel Anime: Wolverine,0.0,-39.6715105478358,-126.14581848624515
1539.0,Marvel Anime: X-Men,0.0,-39.67126215395316,-126.14653418365569
1540.0,Nocturnal Animals,1.0,-39.203845600020564,-126.12018296784746
1541.0,The Ripper,0.0,-39.67378170951611,-126.11349232418124
1542.0,Vir Das: Outside In - The Lockdown Special,0.0,-39.471488395433944,-126.10897761691824
1543.0,Black Ink Crew New York,0.0,-39.65387113681132,-127.13372908036857
1544.0,Grizzlies,1.0,-39.23529354667642,-127.11067088035955
1545.0,Pup Academy,0.0,-39.662708211536774,-127.11164225588662
1546.0,Song Exploder,0.0,-39.656684838617835,-127.10964903924594
1547.0,Teen Mom 2,0.0,-39.65122770491941,-127.14498368359955
1548.0,The Challenge,0.0,-39.64682198509955,-127.16374135565121
1549.0,The Professor and the Madman,1.0,-39.15904891358491,-127.10659073347585
1550.0,A California Christmas,1.0,-39.214772038297774,-128.10100576574192
1551.0,Hilda,0.0,-39.639147325484515,-128.10474768819952
1552.0,Tiny Pretty Things,0.0,-39.644696132690285,-128.10831352094988
1553.0,The Netflix Afterparty: The Best Shows of The Worst Year,1.0,-39.39381499498659,-129.10251294236681
1554.0,Children of Adam,0.0,-39.61608266538313,-130.1027425093488
1555.0,Grizzy et les Lemmings,0.0,-39.61646613321444,-130.11059992360202
1556.0,A Trash Truck Christmas,0.0,-39.490941668802776,-131.10014239091987
1557.0,Canvas,0.0,-39.565736016433625,-131.10174099992383
1558.0,Giving Voice,1.0,-39.2343432889939,-131.09654197522843
1559.0,The Mess You Leave Behind,0.0,-39.59952825395173,-131.09939247629944
1560.0,The Prom,1.0,-39.07132164839258,-131.09365081428257
1561.0,Torbaaz,1.0,-39.06653977375048,-131.09351461790342
1562.0,Alice in Borderland,0.0,-39.58382909732776,-132.09933013960796
1563.0,Funny Boy,1.0,-39.14848801934365,-132.08818089494773
1564.0,Futmalls.com,0.0,-39.59089053085207,-132.0976662384458
1565.0,Just The Way You Are,1.0,-39.149365231013554,-132.10782702181683
1566.0,She's the One,1.0,-39.13219974949166,-132.1172866120636
1567.0,The Panti Sisters,1.0,-39.146988146683235,-132.09581977451188
1568.0,"Kalel, 15",1.0,-39.14412566383571,-133.09368413363427
1569.0,Masameer Classics,0.0,-39.55422934995895,-133.12140135659243
1570.0,Once Upon a Time,0.0,-39.56819453039215,-133.10061190799505
1571.0,Rose Island,1.0,-39.09574624782266,-133.08893077688037
1572.0,The Big Show Show,0.0,-39.567790684339656,-133.09779467732852
1573.0,The Expanding Universe of Ashley Garcia,0.0,-39.566066106130506,-133.09807376489292
1574.0,The Surgeon's Cut,0.0,-39.57132814834897,-133.09729539905118
1575.0,André & his olive tree,1.0,-39.13848565001557,-134.08627297805776
1576.0,Bobbleheads The Movie,1.0,-39.21973947230641,-134.09089503169156
1577.0,Emicida: AmarElo - It’s All For Yesterday,1.0,-39.19712423514776,-134.08757272120664
1578.0,Juman,0.0,-39.5563676029803,-134.09649733031097
1579.0,Mr. Iglesias,0.0,-39.54804284763887,-134.09523842671936
1580.0,Spirit Riding Free: Ride Along Adventure,1.0,-39.23856685776386,-134.09177714580798
1581.0,Super Monsters: Santa’s Super Monster Helpers,0.0,-39.461275660401846,-134.0936830873918
1582.0,Triple 9,1.0,-39.09035661639894,-134.10240480934957
1583.0,100 Days My Prince,0.0,-39.54067902216176,-135.09861406174625
1584.0,Ava,1.0,-39.149126896458796,-135.08650849683676
1585.0,Manhunt: Deadly Games,0.0,-39.54388211305099,-135.09036277319314
1586.0,Room 2806: The Accusation,0.0,-39.54130124648787,-135.092734249944
1587.0,Detention,0.0,-39.50677804863757,-137.08841915231682
1588.0,Mighty Express: A Mighty Christmas,0.0,-39.406324531125726,-137.08803459522468
1589.0,Bhaag Beanie Bhaag,0.0,-39.4920631679881,-138.0886470822039
1590.0,Big Mouth,0.0,-39.48275658347618,-138.08661495755157
1591.0,Captain Underpants Mega Blissmas,0.0,-39.30974282579468,-138.08473240821962
1592.0,Christmas Crossfire,1.0,-39.068284474358904,-138.07889176891726
1593.0,Kings of Jo'Burg,0.0,-39.49648142138689,-138.0840097235111
1594.0,Leyla Everlasting,1.0,-39.04212352587306,-138.07759392959136
1595.0,MANK,1.0,-38.96039504355697,-138.07679504867139
1596.0,The Great British Baking Show: Holidays,0.0,-39.4891853719903,-138.08532814091666
1597.0,You Are My Home,1.0,-39.125194155514066,-138.08095994047216
1598.0,Between Maybes,1.0,-39.04314235278241,-139.0793013268808
1599.0,Break,1.0,-39.092007446657384,-139.0817339195857
1600.0,Chico Bon Bon and the Very Berry Holiday,0.0,-39.38141956532183,-139.08242808039387
1601.0,Just Another Christmas,1.0,-39.07698441007433,-139.0742928666163
1602.0,Must Be... Love,1.0,-39.04548187334248,-139.1016521959716
1603.0,Alien Worlds,0.0,-39.46542746263664,-140.0798685852886
1604.0,Ari Eldjárn: Pardon My Icelandic,0.0,-39.24351933786059,-140.07535344484867
1605.0,Check The Store Next Door: The Next Chapter,0.0,-39.46235893645581,-140.0775573591837
1606.0,Fierce,1.0,-38.988817339873464,-140.0736288998432
1607.0,Hazel Brugger: Tropical,1.0,-39.22842351549975,-140.07460334195332
1608.0,3 Days to Kill,1.0,-38.971671521907304,-141.09341142166963
1609.0,Angela's Christmas Wish,0.0,-39.25809340219687,-141.0783927100329
1610.0,Angels & Demons,1.0,-38.878933496412564,-141.1089004588306
1611.0,Are You The One,0.0,-39.441381334981145,-141.10239383509563
1612.0,Chef,1.0,-38.98339229676887,-141.0935400774544
1613.0,Effie Gray,1.0,-39.003324383573585,-141.09324246816965
1614.0,Gormiti,0.0,-39.44857834793095,-141.08355847526383
1615.0,Ink Master,0.0,-39.439619047053206,-141.1098969039163
1616.0,Monster House,1.0,-39.06942351477038,-141.12723810702465
1617.0,Natalie Palamides: Nate - A One Man Show,1.0,-39.207713998991494,-141.07559031273243
1618.0,Octonauts,0.0,-39.438695103818326,-141.09461750734258
1619.0,Oddbods,0.0,-39.447658997880005,-141.09079002309093
1620.0,Peppermint,1.0,-39.03562928403366,-141.0806958113536
1621.0,Quigley Down Under,1.0,-38.9651287504322,-141.082066985598
1622.0,Stargate SG-1,0.0,-39.39800752610457,-141.13089675932318
1623.0,The Bachelorette,0.0,-39.44452962103603,-141.11791037291394
1624.0,The Da Vinci Code,1.0,-38.83548723006471,-141.11879918607502
1625.0,The Guest,0.0,-39.45156161638486,-141.08706189325105
1626.0,The Happytime Murders,1.0,-39.07970405777464,-141.0780969638033
1627.0,The Holiday Movies That Made Us,0.0,-39.45104976888076,-141.07869128274004
1628.0,The Repair Shop,0.0,-39.44984490036945,-141.08775005139574
1629.0,U-Turn,1.0,-39.04734144388703,-141.07184205797947
1630.0,Finding Agnes,1.0,-39.46127996356095,-112.1448992464511
1631.0,Rust Creek,1.0,-39.450741302200484,-112.15149534938377
1632.0,Spookley and the Christmas Kittens,0.0,-39.70803791397658,-112.15458301548405
1633.0,The 2nd,1.0,-39.51544716903911,-112.14693655682237
1634.0,The Uncanny Counter,0.0,-39.8742503985367,-113.14843726885935
1635.0,A Go! Go! Cory Carson Christmas,0.0,-39.75462377221234,-115.14558528901148
1636.0,Dance Dreams: Hot Chocolate Nutcracker,1.0,-39.518814620098574,-115.14005089757465
1637.0,Don’t Listen,1.0,-39.447494242867826,-115.13696010893592
1638.0,Fabulous Lives of Bollywood Wives,0.0,-39.84146507074491,-115.14623342029799
1639.0,Heartbreak High,0.0,-39.81851824753162,-115.1523081343403
1640.0,Over Christmas,0.0,-39.84108108840388,-115.14493667258091
1641.0,Sugar Rush Christmas,0.0,-39.84005968512304,-115.14541716034319
1642.0,The Beast,1.0,-39.44066930603004,-115.13724348970422
1643.0,The Call,1.0,-39.393725002983174,-115.13648774316376
1644.0,Fantastica,1.0,-39.366806630307046,-116.14265207554347
1645.0,Larry the Cable Guy: Remain Seated,1.0,-39.55542205305207,-116.13656606977875
1646.0,Mosul,1.0,-39.414107737778004,-116.13561003825549
1647.0,Unexpectedly Yours,1.0,-39.336422289892965,-116.14529369064027
1648.0,Ghosts of War,1.0,-39.4290232288521,-117.13299214614098
1649.0,Great Pretender,0.0,-39.808023986162915,-117.14038224283563
1650.0,Shawn Mendes: Live in Concert,1.0,-39.461534038227484,-117.13622422446494
1651.0,The Christmas Chronicles: Part Two,1.0,-39.34983860115487,-117.1335246446433
1652.0,Andhaghaaram,1.0,-39.11744369468609,-118.12550773568711
1653.0,Andhakaaram,1.0,-39.11284519380919,-118.12860953262509
1654.0,Before 30,0.0,-39.792709036196015,-118.15619974431888
1655.0,Dragons: Rescue Riders: Huttsgalor Holiday,0.0,-39.614865415212876,-118.1371394488308
1656.0,Hillbilly Elegy,1.0,-39.327871285602065,-118.13117680396726
1657.0,Notes for My Son,1.0,-39.46092740132372,-118.13159122818774
1658.0,Valentino,0.0,-39.79556764290448,-118.1388161141877
1659.0,Hard Kill,1.0,-39.388405250103204,-119.13084514739475
1660.0,Shawn Mendes: In Wonder,1.0,-39.44927177788051,-119.13077420674853
1661.0,Strongest Deliveryman,0.0,-39.77948570004221,-119.1453067159506
1662.0,The Suit,1.0,-39.39055692656629,-119.13832046967454
1663.0,Dolly Parton’s Christmas on the Square,1.0,-39.371967941993574,-120.12719419498586
1664.0,Machete Kills,1.0,-39.32623413391172,-120.15351937518076
1665.0,40 Sticks,1.0,-39.36313240603943,-122.12465994162088
1666.0,Alien Xmas,0.0,-39.569041268483865,-122.12864070693729
1667.0,Flavorful Origins,0.0,-39.7293810571974,-122.12901705229882
1668.0,Heart & Soul,0.0,-39.74056510654259,-122.13215464491768
1669.0,If Anything Happens I Love You,0.0,-39.67779021364526,-122.12865497195921
1670.0,Mismatched,0.0,-39.733676224467466,-122.13179729586133
